campaign,backend,block,canonical_file,clients,distribution,family,fanout,field_bits,finite_d,finite_m,group,hot_records,key_layout,leaf_bits,partitions,queries_per_client,row_bytes,rows,seed,verifier,workload,repeats,verified_answers,service_cpu_ms,service_min_ms,service_max_ms,full_campaign_server_cpu_ms,full_campaign_server_cpu_per_answer_ms,native_cpu_outside_request_phases_ms,server_client_setup_ms,global_publish_build_cpu_ms,server_online_cpu_ms,external_canonical_fixture_cpu_ms,logical_index_bytes,metadata_state_bytes,client_setup_cpu_ms,client_online_cpu_ms,complete_client_process_cpu_ms,setup_download_bytes,query_upload_bytes,query_download_bytes,p50_first_answer_wall_ms,p95_first_answer_wall_ms,max_client_rss_bytes,rss_qualified,budget_failures,median_private_reads,projected_G1_cpu_ms,projected_G16_cpu_ms,projected_G256_cpu_ms,projected_G4096_cpu_ms
pir-indexed-use-cases-v1/campaign,dense,32,,2,clustered,directory,1,64,0,0,16,0,hashed,8,4,256,184,1024,1,,shinzo-receipt,5,2560,0.3652114882812496,0.36350804882812543,0.37063010351562486,211.72177899999997,0.41351909960937494,13.192720000000207,0.1322265,24.941802000000195,0.3646137128906246,0,206080,783,6.687816,0.164526,113.3165,815,114,13090,332.175565,335.880749,29900800,True,,1.0,25.307013488281445,1.9240741132812618,0.46264040234375037,0.3713007954101559
pir-indexed-use-cases-v1/campaign,singlepass,32,,2,clustered,directory,1,64,0,0,1,0,hashed,8,4,1,184,1024,1,,shinzo-receipt,5,10,10.1077155,10.0303325,10.262418499999999,37.966859,18.9834295,3.8975570000000026,9.868054,17.751427999999997,0.2263914999999992,0,209920,79886,10.048896,0.23586449999999998,72.8515,444297,121,3569,200.60718350000002,207.989085,30777344,True,,1.0,27.859143499999995,11.21717975,10.177057015625,10.112049344726563
pir-indexed-use-cases-v1/campaign,singlepass,32,,2,clustered,directory,1,64,0,0,16,0,hashed,8,4,1,184,1024,1,,shinzo-receipt,5,10,9.603451,9.5377595,9.8579695,34.007263,17.0036315,3.1407430000000005,8.471764,14.647101,1.1454685000000002,0,206080,53327,8.503387499999999,0.3112845,70.883,413899,109,51807,198.032199,204.748245,30703616,True,,1.0,24.250552,10.5188948125,9.66066623828125,9.607026952392578
pir-indexed-use-cases-v1/campaign,singlepass,32,,2,clustered,directory,1,64,0,0,1,0,hashed,8,4,256,184,1024,1,,shinzo-receipt,5,2560,0.21747550781250002,0.21396060742187517,0.22051754296874998,138.72892099999999,0.27095492382812497,13.226463999999908,10.091976000000003,27.036532999999906,0.17799791992187503,0,209920,79886,10.051993,0.174234,118.93549999999999,444297,122,3572,297.0653095,304.855028,30781440,True,,1.0,27.254008507812408,1.907258820312494,0.32308696484374966,0.22407622387695314
pir-indexed-use-cases-v1/campaign,singlepass,32,,2,clustered,directory,1,64,0,0,16,0,hashed,8,4,256,184,1024,1,,shinzo-receipt,5,2560,1.1435985507812503,1.1426017871093759,1.151663101562499,610.500185,1.192383173828125,13.367553000000385,8.522898499999997,24.775336000000266,1.1101390722656246,0,206080,53327,8.349179,0.25680400000000003,138.9335,413899,112,51812,546.5404465,551.030084,30695424,True,,1.0,25.918934550781515,2.692057050781267,1.2403772070312513,1.1496472167968754
pir-indexed-use-cases-v1/campaign,dense,32,,2,clustered,directory,1,64,0,0,1,0,hashed,8,4,1,184,10000,1,,shinzo-receipt,5,10,0.9532304999999985,0.9361790000000016,1.0011439999999987,149.738609,74.8693045,18.410451000000002,0.32283150000000005,147.73632099999998,0.6194840000000017,0,2050000,106767,7.1165614999999995,0.9884415,69.979,106799,5082,1030,187.071166,193.609421,30920704,True,,1.0,148.68955149999996,10.186750562499997,1.5303255039062484,0.9892989377441391
pir-indexed-use-cases-v1/campaign,dense,32,,2,clustered,directory,1,64,0,0,4,0,hashed,8,4,1,184,10000,1,,shinzo-receipt,5,10,0.7218090000000017,0.6717405000000002,0.7661720000000017,129.164579,64.5822895,18.01398499999999,0.191838,127.785352,0.5162809999999993,0,2020000,26766,6.74853,0.37582000000000004,69.09049999999999,26798,1334,3442,186.894475,189.601957,29851648,True,,1.0,128.507161,8.708393500000001,1.2209705312500017,0.7530065957031267
pir-indexed-use-cases-v1/campaign,dense,32,,2,clustered,directory,1,64,0,0,16,0,hashed,8,4,1,184,10000,1,,shinzo-receipt,5,10,0.7467059999999986,0.7221104999999993,0.8233789999999995,121.336503,60.6682515,16.234252999999995,0.136324,119.79405,0.6164534999999987,0,2012500,6768,6.663307,0.268831,68.4505,6800,398,13090,183.9876185,194.949431,29614080,True,,1.0,120.540756,8.233834124999998,1.2146515078124986,0.7759525942382799
pir-indexed-use-cases-v1/campaign,dense,32,,2,clustered,directory,1,64,0,0,64,0,hashed,8,4,1,184,10000,1,,shinzo-receipt,5,10,1.4856984999999985,1.4559055000000003,1.5608975000000027,120.448696,60.224348,17.260467999999996,0.12628,117.401793,1.3589559999999974,0,2020276,1778,6.551754000000001,0.404193,68.27799999999999,1810,162,51680,187.4955075,190.400848,29650944,True,,1.0,118.8874915,8.823310562499998,1.9442992539062485,1.514361047119139
pir-indexed-use-cases-v1/campaign,dense,32,,2,clustered,xor,1,64,0,0,16,0,hashed,8,4,1,184,10000,1,,shinzo-receipt,5,10,0.9173185000000046,0.8903880000000022,1.001690499999997,257.46742299999994,128.73371149999997,29.89195100000002,0.1329525,255.46404199999998,0.7875769999999989,0,3304236,80,6.6334895,0.21520050000000002,68.71100000000001,108,7086,1154,185.5395335,192.204431,29646848,True,,1.0,256.38136049999997,16.883821125000004,1.9152249140625046,0.9796876508789109
